ID,CustomerAgeinmonths,Churn1Yes0No,CHIScoreMonth0,CHIScore01,SupportCasesMonth0,SupportCases01,SPMonth0,SP01,Logins01,BlogArticles01,Views01,DaysSinceLastLogin01
1446,38.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0
1447,38.0,0.0,194.0,9.0,0.0,0.0,0.0,0.0,31.0,5.0,758.0,0.0
1448,38.0,0.0,236.0,13.0,3.0,0.0,2.0,1.0,53.0,2.0,149.0,3.0
1449,38.0,0.0,117.0,13.0,0.0,0.0,0.0,0.0,15.0,1.0,32.0,3.0
1450,37.0,0.0,56.0,24.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,31.0
1451,37.0,0.0,84.0,26.0,1.0,0.0,2.0,1.0,22.0,1.0,871.0,4.0
1452,38.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3852.0,2.0
1453,37.0,0.0,200.0,10.0,0.0,2.0,0.0,3.0,11.0,0.0,450.0,1.0
1454,37.0,0.0,116.0,22.0,0.0,0.0,0.0,0.0,3.0,1.0,179.0,3.0
1455,36.0,0.0,222.0,67.0,0.0,0.0,0.0,0.0,36.0,2.0,2682.0,0.0
1456,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1457,37.0,0.0,122.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,61.0,5.0
1458,37.0,0.0,91.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,147.0,31.0
1459,34.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,31.0
1460,37.0,0.0,155.0,61.0,0.0,0.0,0.0,0.0,4.0,1.0,44.0,9.0
1461,30.0,0.0,160.0,10.0,0.0,0.0,0.0,0.0,14.0,0.0,24.0,13.0
1462,36.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0
1463,37.0,0.0,133.0,34.0,0.0,3.0,0.0,3.0,26.0,3.0,407.0,2.0
1464,37.0,0.0,157.0,9.0,0.0,0.0,0.0,0.0,29.0,0.0,685.0,0.0
1465,37.0,1.0,95.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0
1466,34.0,0.0,168.0,9.0,1.0,0.0,3.0,0.0,31.0,0.0,37.0,1.0
1467,37.0,0.0,212.0,8.0,1.0,0.0,3.0,0.0,35.0,3.0,1909.0,0.0
1468,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1469,37.0,0.0,41.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,7.0
1470,31.0,0.0,123.0,1.0,1.0,1.0,3.0,3.0,16.0,0.0,385.0,0.0
1471,35.0,0.0,75.0,63.0,0.0,0.0,0.0,0.0,44.0,1.0,103.0,2.0
1472,37.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,1.0
1473,34.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0
1474,37.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
1475,37.0,0.0,107.0,12.0,0.0,5.0,0.0,3.0,24.0,0.0,22.0,0.0
1476,37.0,0.0,146.0,15.0,5.0,5.0,3.0,3.0,82.0,1.0,29.0,9.0
1477,37.0,0.0,173.0,2.0,0.0,0.0,0.0,0.0,46.0,2.0,369.0,3.0
1478,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1479,37.0,0.0,138.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,16.0,3.0
1480,37.0,0.0,160.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,176.0,14.0
1481,29.0,0.0,116.0,88.0,0.0,2.0,0.0,3.0,33.0,1.0,133.0,4.0
1482,37.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,88.0,3.0
1483,37.0,0.0,158.0,1.0,0.0,0.0,0.0,0.0,17.0,2.0,16.0,7.0
1484,37.0,0.0,176.0,1.0,1.0,1.0,4.0,4.0,8.0,1.0,1519.0,3.0
1485,35.0,0.0,148.0,11.0,0.0,0.0,0.0,0.0,8.0,1.0,353.0,4.0
1486,36.0,0.0,155.0,0.0,0.0,2.0,0.0,2.5,29.0,0.0,930.0,0.0
1487,37.0,0.0,94.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,42.0,43.0
1488,36.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1489,37.0,1.0,94.0,4.0,1.0,0.0,3.0,1.0,22.0,1.0,912.0,7.0
1490,37.0,0.0,89.0,55.0,0.0,0.0,0.0,0.0,3.0,8.0,183.0,0.0
1491,31.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0
1492,37.0,0.0,38.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0
1493,37.0,0.0,136.0,17.0,0.0,1.0,0.0,3.0,15.0,2.0,12.0,3.0
1494,36.0,0.0,62.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,49.0,31.0
1495,36.0,0.0,134.0,12.0,2.0,1.0,3.0,0.0,11.0,2.0,12003.0,0.0
1496,36.0,0.0,10.0,35.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,185.0
1497,35.0,0.0,219.0,10.0,3.0,1.0,2.7,0.3,82.0,5.0,353.0,0.0
1498,29.0,0.0,77.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0
1499,36.0,0.0,162.0,7.0,0.0,0.0,0.0,0.0,29.0,1.0,10.0,0.0
1500,35.0,0.0,68.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,5.0
1501,36.0,0.0,62.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,2859.0,56.0
1502,36.0,0.0,153.0,12.0,0.0,0.0,0.0,0.0,17.0,2.0,73.0,3.0
1503,35.0,0.0,147.0,73.0,1.0,0.0,3.0,0.0,49.0,4.0,7926.0,0.0
1504,36.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,31.0
1505,36.0,0.0,99.0,33.0,0.0,0.0,0.0,0.0,8.0,0.0,205.0,31.0
1506,35.0,0.0,224.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,227.0,0.0
1507,33.0,0.0,107.0,16.0,0.0,0.0,0.0,0.0,16.0,6.0,16.0,3.0
1508,36.0,0.0,232.0,17.0,1.0,0.0,3.0,0.0,12.0,3.0,3264.0,0.0
1509,34.0,0.0,165.0,35.0,6.0,4.0,3.0,0.0,11.0,2.0,184.0,0.0
1510,30.0,0.0,210.0,45.0,3.0,1.0,2.7,0.3,23.0,2.0,641.0,0.0
1511,36.0,0.0,154.0,1.0,2.0,2.0,3.0,3.0,30.0,1.0,105.0,0.0
1512,36.0,0.0,193.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,843.0,2.0
1513,36.0,0.0,31.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,17.0
1514,36.0,0.0,176.0,26.0,0.0,0.0,0.0,0.0,18.0,1.0,493.0,4.0
1515,35.0,0.0,74.0,18.0,0.0,0.0,0.0,0.0,8.0,0.0,15.0,31.0
1516,36.0,0.0,167.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,509.0,4.0
1517,34.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,24.0,2.0
1518,36.0,0.0,182.0,3.0,2.0,0.0,3.0,0.0,8.0,1.0,122.0,0.0
1519,36.0,0.0,40.0,39.0,0.0,1.0,0.0,3.0,19.0,0.0,71.0,4.0
1520,35.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,2.0
1521,17.0,0.0,34.0,20.0,1.0,1.0,2.0,2.0,24.0,0.0,2.0,15.0
1522,18.0,0.0,31.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,158.0
1523,16.0,1.0,69.0,72.0,0.0,0.0,0.0,0.0,6.0,1.0,533.0,1.0
1524,18.0,0.0,157.0,5.0,0.0,0.0,0.0,0.0,31.0,2.0,36.0,3.0
1525,17.0,0.0,114.0,5.0,0.0,0.0,0.0,0.0,67.0,0.0,209.0,0.0
1526,18.0,0.0,129.0,43.0,0.0,0.0,0.0,0.0,3.0,1.0,127.0,5.0
1527,18.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0
1528,18.0,0.0,52.0,31.0,1.0,2.0,3.0,0.0,61.0,0.0,46.0,3.0
1529,18.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,31.0
1530,18.0,0.0,164.0,4.0,0.0,0.0,0.0,0.0,22.0,2.0,32.0,4.0
1531,18.0,0.0,128.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0
1532,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0
1533,18.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,18.0
1534,18.0,0.0,186.0,80.0,1.0,1.0,3.0,0.0,126.0,1.0,96.0,0.0
1535,7.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,5.0
1536,18.0,0.0,183.0,4.0,0.0,3.0,0.0,3.0,14.0,0.0,1596.0,6.0
1537,18.0,0.0,130.0,8.0,0.0,0.0,0.0,0.0,7.0,1.0,1445.0,0.0
1538,18.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1539,18.0,0.0,140.0,32.0,0.0,0.0,0.0,0.0,17.0,1.0,1458.0,0.0
1540,18.0,0.0,122.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,3.0
1541,15.0,0.0,159.0,11.0,0.0,0.0,0.0,0.0,11.0,1.0,51.0,4.0
1542,18.0,0.0,192.0,1.0,5.0,0.0,2.8,0.2,24.0,1.0,563.0,0.0
1543,18.0,0.0,151.0,9.0,1.0,2.0,3.0,0.0,9.0,1.0,589.0,1.0
1544,18.0,0.0,89.0,17.0,1.0,1.0,3.0,3.0,0.0,2.0,13.0,9.0
1545,18.0,0.0,157.0,26.0,0.0,0.0,0.0,0.0,10.0,0.0,2364.0,0.0
1546,11.0,0.0,207.0,5.0,1.0,1.0,2.0,2.0,16.0,2.0,111.0,0.0
1547,18.0,0.0,72.0,14.0,0.0,0.0,0.0,0.0,15.0,3.0,2005.0,7.0
1548,18.0,0.0,106.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,788.0,2.0
1549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,16.0,0.0,93.0,4.0,0.0,0.0,0.0,0.0,12.0,3.0,62.0,0.0
1551,15.0,1.0,129.0,45.0,0.0,0.0,0.0,0.0,62.0,1.0,501.0,0.0
1552,18.0,0.0,158.0,3.0,1.0,1.0,3.0,3.0,7.0,5.0,42.0,2.0
1553,18.0,0.0,75.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,2.0
1554,18.0,0.0,147.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,2.0
1555,19.0,0.0,201.0,7.0,1.0,2.0,3.0,0.0,22.0,3.0,237.0,0.0
1556,18.0,0.0,93.0,12.0,0.0,0.0,0.0,0.0,5.0,2.0,210.0,0.0
1557,17.0,0.0,97.0,71.0,0.0,0.0,0.0,0.0,8.0,1.0,864.0,31.0
1558,18.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,31.0
1559,17.0,0.0,32.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,8.0
1560,17.0,0.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0
1561,18.0,0.0,38.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0
1562,18.0,0.0,135.0,1.0,0.0,2.0,0.0,3.0,5.0,1.0,30.0,0.0
1563,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,31.0
1564,18.0,0.0,106.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,102.0,23.0
1565,18.0,0.0,173.0,10.0,0.0,3.0,0.0,3.0,0.0,5.0,190.0,1.0
1566,14.0,0.0,206.0,2.0,1.0,1.0,3.0,3.0,96.0,0.0,936.0,1.0
1567,18.0,0.0,209.0,63.0,1.0,1.0,3.0,3.0,90.0,6.0,122.0,1.0
1568,18.0,0.0,138.0,1.0,0.0,3.0,0.0,3.0,52.0,0.0,249.0,2.0
1569,18.0,0.0,147.0,11.0,1.0,1.0,3.0,3.0,0.0,1.0,382.0,1.0
1570,18.0,0.0,185.0,2.0,0.0,0.0,0.0,0.0,28.0,2.0,18.0,1.0
1571,18.0,0.0,78.0,36.0,0.0,0.0,0.0,0.0,41.0,1.0,22.0,1.0
1572,18.0,0.0,72.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,21.0,41.0
1573,17.0,0.0,129.0,37.0,0.0,0.0,0.0,0.0,42.0,2.0,131.0,1.0
1574,18.0,0.0,3.0,87.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,1.0
1575,17.0,0.0,182.0,14.0,0.0,1.0,0.0,3.0,0.0,3.0,46.0,0.0
1576,18.0,0.0,150.0,3.0,1.0,1.0,4.0,4.0,3.0,0.0,152.0,1.0
1577,18.0,0.0,119.0,17.0,3.0,1.0,3.0,0.0,10.0,6.0,30.0,2.0
1578,18.0,0.0,114.0,37.0,0.0,0.0,0.0,0.0,9.0,2.0,147.0,0.0
1579,18.0,0.0,146.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,2.0
1580,8.0,0.0,67.0,0.0,1.0,1.0,3.0,3.0,11.0,0.0,12.0,3.0
1581,18.0,0.0,115.0,45.0,0.0,0.0,0.0,0.0,18.0,1.0,149.0,0.0
1582,17.0,0.0,48.0,58.0,2.0,2.0,3.0,3.0,58.0,2.0,62.0,13.0
1583,18.0,0.0,112.0,16.0,0.0,0.0,0.0,0.0,103.0,1.0,46.0,1.0
1584,17.0,0.0,46.0,21.0,0.0,0.0,0.0,0.0,7.0,0.0,15.0,26.0
1585,17.0,1.0,104.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,4.0
1586,15.0,0.0,183.0,3.0,1.0,4.0,3.0,0.0,16.0,3.0,3976.0,0.0
1587,18.0,0.0,152.0,4.0,0.0,0.0,0.0,0.0,32.0,3.0,211.0,7.0
1588,13.0,0.0,99.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,195.0,9.0
1589,13.0,0.0,143.0,16.0,0.0,1.0,0.0,3.0,31.0,0.0,55.0,0.0
1590,18.0,0.0,73.0,49.0,0.0,0.0,0.0,0.0,8.0,0.0,29.0,31.0
1591,18.0,0.0,149.0,0.0,1.0,1.0,3.0,3.0,54.0,0.0,278.0,0.0
1592,16.0,0.0,182.0,15.0,0.0,10.0,0.0,3.0,38.0,5.0,254.0,0.0
1593,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1594,18.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,31.0
1595,18.0,0.0,180.0,5.0,0.0,2.0,0.0,2.5,29.0,1.0,1519.0,2.0
1596,10.0,0.0,64.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,45.0,24.0
1597,18.0,0.0,88.0,49.0,0.0,0.0,0.0,0.0,3.0,3.0,36.0,6.0
1598,18.0,0.0,173.0,8.0,2.0,0.0,3.0,0.0,11.0,0.0,260.0,0.0
1599,17.0,0.0,178.0,6.0,1.0,0.0,3.0,0.0,20.0,5.0,5493.0,0.0
1600,7.0,0.0,60.0,49.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1601,17.0,0.0,203.0,11.0,3.0,3.0,3.0,3.0,32.0,1.0,132.0,0.0
1602,18.0,0.0,110.0,5.0,11.0,7.0,3.0,0.0,12.0,0.0,1.0,5.0
1603,16.0,0.0,169.0,1.0,0.0,0.0,0.0,0.0,19.0,2.0,77.0,0.0
1604,16.0,0.0,127.0,37.0,1.0,1.0,3.0,0.0,12.0,1.0,25.0,2.0
1605,5.0,0.0,50.0,2.0,3.0,0.0,3.0,0.3,9.0,1.0,6.0,20.0
1606,15.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,31.0
1607,17.0,0.0,142.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,29.0,2.0
1608,11.0,0.0,185.0,63.0,3.0,3.0,3.0,3.0,104.0,1.0,8.0,2.0
1609,18.0,0.0,153.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,96.0,4.0
1610,18.0,0.0,161.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,174.0,3.0
1611,18.0,0.0,105.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,26.0,1.0
1612,14.0,0.0,152.0,19.0,1.0,0.0,3.0,0.0,22.0,36.0,25.0,0.0
1613,17.0,0.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,31.0
1614,18.0,0.0,235.0,15.0,5.0,5.0,2.8,2.8,149.0,1.0,263.0,0.0
1615,18.0,0.0,231.0,11.0,2.0,2.0,3.0,3.0,30.0,1.0,218.0,6.0
1616,18.0,0.0,2.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0
1617,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1618,17.0,0.0,172.0,3.0,4.0,3.0,3.0,0.0,96.0,1.0,141.0,0.0
1619,18.0,0.0,175.0,29.0,4.0,3.0,3.0,0.0,1.0,1.0,199.0,2.0
1620,16.0,0.0,181.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,59.0,0.0
1621,12.0,0.0,100.0,30.0,0.0,0.0,0.0,0.0,17.0,0.0,47.0,1.0
1622,17.0,0.0,179.0,5.0,2.0,1.0,3.0,0.0,48.0,6.0,4749.0,1.0
1623,17.0,0.0,23.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
1624,18.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0
1625,15.0,0.0,82.0,30.0,1.0,0.0,3.0,0.0,2.0,1.0,22.0,1.0
1626,14.0,0.0,183.0,6.0,7.0,4.0,3.0,0.0,56.0,11.0,518.0,0.0
1627,18.0,0.0,190.0,40.0,6.0,3.0,3.0,0.0,6.0,0.0,147.0,0.0
1628,22.0,0.0,207.0,1.0,2.0,1.0,2.5,1.5,52.0,1.0,906.0,0.0
1629,16.0,0.0,74.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,823.0,33.0
1630,18.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0
1631,18.0,0.0,142.0,1.0,2.0,2.0,3.0,3.0,12.0,4.0,14.0,4.0
1632,18.0,0.0,28.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,2.0
1633,17.0,0.0,186.0,16.0,3.0,3.0,3.0,0.0,14.0,1.0,75.0,0.0
1634,14.0,0.0,153.0,46.0,1.0,0.0,3.0,0.0,3.0,1.0,324.0,4.0
1635,17.0,0.0,130.0,27.0,0.0,0.0,0.0,0.0,9.0,2.0,4.0,4.0
1636,14.0,0.0,87.0,28.0,0.0,0.0,0.0,0.0,6.0,0.0,89.0,2.0
1637,16.0,0.0,64.0,33.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,31.0
1638,15.0,0.0,145.0,52.0,7.0,6.0,3.0,0.0,30.0,2.0,105.0,2.0
1639,18.0,0.0,36.0,39.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0
1640,17.0,1.0,0.0,39.0,3.0,2.0,3.0,0.0,22.0,1.0,0.0,25.0
1641,18.0,1.0,182.0,0.0,2.0,0.0,3.0,0.0,5.0,1.0,32.0,0.0
1642,18.0,0.0,147.0,18.0,0.0,0.0,0.0,0.0,15.0,1.0,21.0,1.0
1643,17.0,0.0,191.0,19.0,3.0,2.0,3.0,0.0,44.0,1.0,69.0,0.0
1644,18.0,0.0,72.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,102.0,31.0
1645,14.0,0.0,167.0,21.0,0.0,0.0,0.0,0.0,56.0,0.0,45.0,0.0
1646,18.0,0.0,203.0,4.0,1.0,2.0,2.0,1.0,9.0,3.0,1218.0,0.0
1647,17.0,0.0,183.0,1.0,0.0,0.0,0.0,0.0,35.0,1.0,181.0,0.0
1648,18.0,0.0,45.0,45.0,2.0,2.0,3.0,3.0,56.0,0.0,4.0,31.0
1649,17.0,0.0,117.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,31.0,4.0
1650,14.0,0.0,77.0,11.0,0.0,0.0,0.0,0.0,13.0,1.0,80.0,0.0
1651,18.0,0.0,130.0,15.0,1.0,1.0,3.0,3.0,62.0,0.0,13594.0,3.0
1652,18.0,0.0,25.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,31.0
1653,5.0,0.0,125.0,57.0,2.0,0.0,3.0,0.0,30.0,2.0,1.0,5.0
1654,10.0,0.0,146.0,7.0,0.0,0.0,0.0,0.0,53.0,5.0,1.0,1.0
1655,18.0,1.0,132.0,30.0,0.0,0.0,0.0,0.0,12.0,6.0,391.0,0.0
1656,18.0,0.0,194.0,17.0,0.0,0.0,0.0,0.0,40.0,2.0,167.0,4.0
1657,17.0,0.0,144.0,23.0,1.0,1.0,3.0,3.0,11.0,1.0,476.0,1.0
1658,18.0,0.0,76.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,131.0,2.0
1659,16.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,31.0
1660,11.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,31.0
1661,18.0,0.0,132.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,142.0,31.0
1662,9.0,0.0,39.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
1663,16.0,1.0,116.0,9.0,1.0,1.0,3.0,3.0,1.0,1.0,13.0,4.0
1664,15.0,0.0,94.0,49.0,0.0,6.0,0.0,3.0,8.0,2.0,178.0,0.0
1665,16.0,0.0,69.0,33.0,0.0,0.0,0.0,0.0,4.0,0.0,41.0,14.0
1666,17.0,0.0,66.0,15.0,0.0,0.0,0.0,0.0,28.0,0.0,36.0,18.0
1667,17.0,0.0,27.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,31.0
1668,18.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0
1669,13.0,0.0,193.0,24.0,1.0,1.0,3.0,3.0,2.0,1.0,3944.0,1.0
1670,13.0,0.0,22.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,2917.0,31.0
1671,17.0,0.0,131.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,97.0,8.0
1672,17.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
1673,18.0,0.0,201.0,11.0,0.0,0.0,0.0,0.0,10.0,3.0,1079.0,0.0
1674,17.0,0.0,96.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,50.0,18.0
1675,17.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0
1676,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
1677,17.0,0.0,72.0,4.0,0.0,2.0,0.0,2.5,3.0,0.0,492.0,12.0
1678,6.0,0.0,170.0,53.0,2.0,1.0,3.0,0.0,32.0,2.0,2.0,1.0
1679,16.0,1.0,73.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,31.0
1680,17.0,0.0,36.0,16.0,0.0,0.0,0.0,0.0,24.0,0.0,39.0,2.0
1681,18.0,0.0,110.0,20.0,0.0,0.0,0.0,0.0,11.0,0.0,116.0,0.0
1682,16.0,0.0,152.0,27.0,6.0,6.0,3.0,3.0,17.0,1.0,1302.0,2.0
1683,16.0,0.0,96.0,38.0,0.0,1.0,0.0,3.0,12.0,2.0,19.0,1.0
1684,18.0,0.0,96.0,12.0,1.0,1.0,3.0,3.0,2.0,4.0,27.0,1.0
1685,14.0,0.0,208.0,20.0,1.0,1.0,3.0,3.0,296.0,1.0,556.0,0.0
1686,15.0,0.0,151.0,12.0,0.0,2.0,0.0,3.0,22.0,3.0,199.0,0.0
1687,16.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0,18.0,2.0,16.0,2.0
1688,18.0,0.0,99.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,8.0,23.0
1689,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,18.0,0.0,6.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,225.0,10.0
1691,18.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,31.0
1692,17.0,0.0,142.0,7.0,1.0,1.0,3.0,3.0,39.0,1.0,56.0,0.0
1693,18.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0
1694,12.0,1.0,117.0,14.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0
1695,18.0,0.0,26.0,11.0,0.0,1.0,0.0,3.0,17.0,0.0,6.0,7.0
1696,16.0,1.0,20.0,41.0,0.0,0.0,0.0,0.0,2.0,0.0,675.0,53.0
1697,17.0,0.0,52.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0
1698,17.0,0.0,98.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,924.0,4.0
1699,8.0,0.0,166.0,2.0,6.0,2.0,2.8,0.5,3.0,0.0,254.0,1.0
1700,17.0,0.0,119.0,15.0,8.0,8.0,3.0,3.0,8.0,1.0,240.0,0.0
1701,17.0,0.0,130.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,424.0,3.0
1702,15.0,0.0,84.0,4.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,2.0
1703,17.0,0.0,147.0,12.0,4.0,4.0,3.0,3.0,23.0,0.0,0.0,0.0
1704,16.0,0.0,83.0,8.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
1705,17.0,0.0,148.0,16.0,0.0,0.0,0.0,0.0,21.0,2.0,119.0,3.0
1706,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1707,17.0,0.0,73.0,59.0,0.0,0.0,0.0,0.0,7.0,3.0,58.0,1.0
1708,17.0,0.0,157.0,24.0,0.0,0.0,0.0,0.0,4.0,1.0,126.0,2.0
1709,17.0,1.0,31.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,157.0,11.0
1710,17.0,0.0,180.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0
1711,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1712,14.0,0.0,67.0,65.0,0.0,0.0,0.0,0.0,4.0,0.0,73.0,31.0
1713,17.0,0.0,137.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,353.0,3.0
1714,12.0,0.0,145.0,15.0,0.0,2.0,0.0,3.5,24.0,0.0,136.0,3.0
1715,17.0,0.0,197.0,21.0,1.0,1.0,3.0,3.0,33.0,1.0,5.0,3.0
1716,17.0,0.0,229.0,1.0,2.0,1.0,3.0,0.0,64.0,1.0,240.0,0.0
1717,16.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,31.0
